# MAE takes the multiplication factor of 2 for avg(|(Target)-(Reconstrcted)|)
Airfoil_name,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,MAE
AH 81-K-144 W-F KLAPPE,1,0,0,0,0,0,0,0,0,0,0,0,0
AH 93-W-480B,0,1,0,0,0,0,0,0,0,0,0,0,0
CHEN AIRFOIL,0,0,1,0,0,0,0,0,0,0,0,0,0
E195  (11.82%),0,0,0,1,0,0,0,0,0,0,0,0,0
EPPLER 664 (EXTENDED) AIRFOIL,0,0,0,0,1,0,0,0,0,0,0,0,0
EPPLER 864 STRUT AIRFOIL,0,0,0,0,0,1,0,0,0,0,0,0,0
FX 79-W-660A,0,0,0,0,0,0,1,0,0,0,0,0,0
GOE 531 AIRFOIL,0,0,0,0,0,0,0,1,0,0,0,0,0
Griffith 30% Suction Airfoil,0,0,0,0,0,0,0,0,1,0,0,0,0
RONCZ R1145MS MAIN ELEMENT,0,0,0,0,0,0,0,0,0,1,0,0,0
S9104,0,0,0,0,0,0,0,0,0,0,1,0,0
GOE 614 AIRFOIL,0.056933,-0.002138,0.105864,0.304971,0.030111,0.21643,0.004293,0.193666,0.019098,-0.017894,0.082034,0.006632,0.001526706
NACA6409 9%,0.000527,0.000643,0.077298,0.847325,-0.00264,-0.128668,0.007777,0.142581,-0.000441,0.01032,0.08643,-0.041152,0.001527954
GOE 675 AIRFOIL,0.131408,0.008854,0.113207,0.442381,0.005617,-0.034502,0.019289,0.226739,0.075635,0.01042,0.07998,-0.079027,0.001529962
EPPLER 343 AIRFOIL,0.015304,-0.003197,0.432749,0.474933,0.066122,0.057021,0.002974,0.004972,0.021132,0.040799,-0.160024,0.047214,0.001530716
GOE 144 (MVA H.21) AIRFOIL,0.144118,0.007944,0.136886,0.839546,0.009255,-0.250289,0.020903,0.008195,-0.027085,0.037051,0.061285,0.012192,0.001532596
RG-12,0.129331,0.020368,-0.040947,1.062119,0.058549,-0.19977,0.008875,-0.168751,0.019997,0.093875,0.020184,-0.00383,0.001532886
SD7084 (9.6%),0.145009,0.041661,0.011434,1.024737,0.021142,-0.165643,-0.01059,-0.076497,0.012583,0.027274,-0.006157,-0.024953,0.001535398
NASA/LANGLEY 64-012 AIRFOIL,-0.009422,0.004286,-0.104179,1.266228,0.006031,-0.008682,-0.007531,-0.204409,0.044541,0.033067,-0.004363,-0.015567,0.001535722
NACA 64-012A AIRFOIL,0.017044,0.002271,-0.107426,1.273187,0.002215,-0.081802,0.026032,-0.206474,0.043345,0.048898,0.001425,-0.018717,0.001536216
SG6051,0.02825,-0.000942,-0.0751,1.056649,0.015295,-0.124987,0.054717,0.016514,0.014382,0.025697,-0.001365,-0.009108,0.001536704
EPPLER 550 AIRFOIL,-0.184555,-0.017529,0.053519,0.928232,0.000983,0.290422,-0.002976,-0.207943,0.077536,-0.052231,0.154364,-0.039822,0.001538152
GOE 547 AIRFOIL,0.057579,0.002464,-0.112995,1.061576,0.012364,-0.114402,0.027826,0.072343,-0.033645,0.043308,0.042298,-0.058716,0.001539262
GOE 187 (SCHUETTE-LANZ 2U10) AIRFOIL,0.085619,0.019281,0.201407,0.94998,0.02603,-0.230032,0.017563,0.027935,0.020735,-0.055061,-0.030413,-0.033045,0.001540618
RAF 69 AIRFOIL,0.144439,-0.007144,-0.031546,0.503642,0.027754,0.208592,0.009645,0.017065,0.106373,0.032237,-0.002512,-0.008544,0.001541974
HQ 1.0/12 AIRFOIL,0.089872,0.008899,-0.088227,1.126453,0.006379,-0.057597,-0.000375,-0.140942,0.060504,0.011779,0.01733,-0.034076,0.001543344
EPPLER 330 AIRFOIL,0.134644,0.000209,0.333481,0.819215,0.014162,-0.092211,0.009537,-0.086876,0.012456,0.019007,-0.228261,0.064637,0.001549872
EPPLER 636 AIRFOIL,0.059479,0.001701,0.380501,0.711518,0.00804,-0.01407,0.00516,-0.107986,0.017938,-0.03232,-0.123692,0.093729,0.001551276
EPPLER 433 AIRFOIL,-0.022948,-0.001848,-0.012498,0.741445,0.053355,-0.129715,0.030363,-0.072221,0.257246,0.011823,0.168619,-0.023623,0.001551482
GOE 388 AIRFOIL,0.041416,0.026584,0.158694,0.74965,0.006608,-0.104237,-0.013731,0.121616,0.024437,-0.008598,0.03189,-0.03433,0.001551564
GOE 178 AIRFOIL,0.021367,0.004705,0.159568,0.873979,-0.005495,-0.100855,0.003498,-0.051047,-0.050255,0.013834,0.075575,0.055126,0.001552044
HQ 2.5/10 AIRFOIL,0.036625,0.047077,-0.064776,1.110871,0.053376,-0.145954,-0.01288,-0.165661,0.057896,0.001343,0.143867,-0.061784,0.001552916
GOE 406 AIRFOIL,0.033107,-0.002018,0.264308,0.672864,0.010072,-0.126767,0.050023,0.137695,0.026277,-0.022946,-0.014643,-0.027973,0.001554982
HQ 3.0/15 AIRFOIL,0.040383,0.006513,-0.031773,0.835324,0.043935,0.018061,-0.000274,-0.047772,0.119849,-0.01119,0.131682,-0.104739,0.001558716
MH 62  9.3%,0.102853,0.011402,0.037725,1.084056,-0.00542,-0.047899,-0.032316,-0.053794,-0.036947,0.01876,-0.093069,0.014649,0.001559528
S1020 Ornithopter airfoil,-0.06457,-0.000501,-0.136934,0.865486,0.033124,0.02656,0.029384,-0.021314,0.095127,-0.015828,0.23758,-0.048113,0.001560968
FX 63-147 AIRFOIL,-0.073914,-0.011794,0.104034,0.761872,0.001327,0.04681,-0.000374,-0.12554,0.159629,0.040821,0.093844,0.003287,0.001561022
HAM-STD HS1-606 AIRFOIL,0.160974,0.079632,-0.004723,1.065512,0.002803,-0.360542,-0.019412,0.058312,0.034488,0.008769,0.065377,-0.091192,0.001561032
N-10,0.265407,0.009789,0.17819,0.457379,0.322352,-0.261351,0.031696,0.056274,0.033502,0.041294,-0.157147,0.022616,0.00156163
B-29 ROOT AIRFOIL,-0.023126,-0.007464,0.128327,0.499074,-0.014115,0.332885,0.002748,0.039089,0.083381,0.014988,-0.069752,0.013967,0.001562898
GOE 383 AIRFOIL,0.030011,-0.001279,0.247229,0.161592,0.096694,0.233361,-0.00074,0.149856,0.084952,0.010662,-0.026818,0.01448,0.001563322
EPPLER 431 AIRFOIL,-0.070875,-0.003521,0.031936,0.659332,0.087531,-0.036578,0.01274,-0.016269,0.213601,0.030677,0.108514,-0.017089,0.001565294
GOE 287 AIRFOIL,0.010081,0.002082,0.264519,0.798683,-0.001559,-0.108553,-0.005115,0.071372,0.007799,-0.012187,-0.039002,0.01188,0.001568922
EPPLER 68 AIRFOIL,0.005655,0.000008,-0.118663,0.976506,0.003982,-0.024387,0.020542,-0.037823,0.060641,0.025563,0.109929,-0.021953,0.001571076
FX 83-W-227,-0.060053,-0.029535,0.055305,0.410099,0.007508,0.278265,0.037245,0.110437,0.151067,0.021836,0.039992,-0.022166,0.001574364
USA 35 A AIRFOIL,0.089467,0.002861,0.262415,0.122177,0.059603,0.147552,0.004419,0.204795,0.058406,-0.001423,0.057987,-0.00826,0.001574564
Davis AIRFOIL,0.09655,0.014992,-0.017138,0.906584,0.003228,-0.117942,0.019623,0.024915,0.015045,0.030539,0.024023,-0.000419,0.00157568
HQ 3.0/13 AIRFOIL,0.031652,0.00448,-0.042819,1.001264,0.00303,-0.034654,0.005655,-0.063842,0.100111,-0.033713,0.127452,-0.098616,0.001576596
EPPLER 638 AIRFOIL,0.031689,0.00253,0.413039,0.644485,0.013062,0.006259,-0.000653,-0.008914,0.017451,-0.047155,-0.112706,0.040913,0.001576734
Gottingen 765 airfoil (recovered). Thick: .144 LE radius: 0.02062 LE slope: 0.17300,0.086001,0.029318,0.267356,0.656227,-0.004802,0.062668,-0.023749,0.008093,0.035461,0.026113,-0.213322,0.070638,0.001577298
S8055 (12%),0.104632,0.017175,-0.009075,0.900998,0.036031,-0.127901,0.004918,-0.098153,0.128841,0.016652,0.025323,0.000559,0.001578032
GOE 646 AIRFOIL,0.146919,0.078196,-0.091228,0.412603,0.076875,0.171361,-0.061167,0.078614,0.04544,0.038327,0.13477,-0.030709,0.001580536
NACA 642-015 AIRFOIL,-0.021667,0.000373,-0.108825,1.160393,-0.000228,0.095326,-0.010865,-0.177245,0.084997,0.005017,-0.020703,-0.006573,0.001580586
EPPLER 395 AIRFOIL,-0.034373,0.004965,-0.128359,0.777349,0.05384,0.03658,-0.026787,0.047954,0.029067,0.078491,0.184697,-0.023426,0.001581654
USA 45 M AIRFOIL,0.130663,0.006518,0.238669,0.688659,0.021632,-0.076885,0.00593,-0.060294,0.018302,0.024069,-0.005003,0.007741,0.001581822
RG 14 10% AIRFOIL,0.152032,0.001861,-0.018197,0.994343,0.040949,-0.185419,0.028717,-0.144071,0.019935,0.080653,0.015928,0.013268,0.001582832
Supermarine 371-II (tip),0.007242,0.008903,-0.090744,1.363364,0.001302,-0.281066,0.02418,-0.170256,0.114589,0.039101,-0.004245,-0.01237,0.001584682
GOE 679 AIRFOIL,0.257458,0.029897,0.115788,0.209771,0.043444,0.040092,0.013657,0.100219,0.07941,0.050109,0.068042,-0.007888,0.001586142
dh4009sm,0.01251,-0.000372,-0.108739,1.46186,0.000219,-0.2422,0.053477,-0.269049,0.041271,0.051969,0.003961,-0.004908,0.001586226
GOE 140 (MVA H.17) AIRFOIL,0.071594,0.000026,0.301797,0.758237,0.017078,-0.175502,0.016528,0.045935,-0.00689,-0.005855,0.046905,-0.069854,0.001586262
HAM-STD HS1-708 AIRFOIL,0.193703,0.002349,0.003519,0.865401,0.04078,-0.349578,0.056983,0.079132,0.046535,0.016097,0.093202,-0.048123,0.00158646
NACA 64A-010 10.0%,0.049029,0.023766,-0.107305,1.244344,0.064473,-0.150834,-0.002218,-0.206012,0.0163,0.114307,-0.018122,-0.02773,0.001588096
FX S 02/1-158 AIRFOIL,-0.198632,0.002239,0.072138,1.034634,-0.054342,0.368562,-0.064368,0.000059,-0.088504,-0.051223,0.117429,-0.137992,0.001590474
RG 14 AIRFOIL,0.129235,0.01289,-0.017967,1.126993,0.017805,-0.202002,0.013968,-0.130251,-0.008912,0.071253,-0.015059,0.002047,0.001590628
S4180-098-84,0.054106,0.020669,0.161463,0.781127,0.014817,-0.021443,-0.048209,0.031159,-0.017304,0.006299,0.025323,-0.008009,0.001590634
RG 14 9.5% AIRFOIL,0.150526,0.006677,-0.016426,1.010498,0.047098,-0.186673,0.015234,-0.120587,0.010996,0.090757,-0.007738,-0.000363,0.001591156
S4095 (designed for the E-flite UMX ASK-21 scale RC sailplane),0.21144,0.076842,0.054013,1.031535,0.009403,-0.273672,0.041026,-0.091561,-0.06475,0.029483,-0.024751,0.000991,0.001591852
HQ 1.5/11 AIRFOIL,0.078083,0.012072,-0.073193,1.105386,0.015475,-0.104276,0.002846,-0.172209,0.075526,0.006569,0.078394,-0.024675,0.00159328
GOE 403 AIRFOIL,0.022599,0.000799,0.120564,0.987041,-0.004831,-0.162412,-0.007389,0.047224,-0.059412,0.057753,-0.005522,0.003586,0.00159399
MH 93  15.98%,0.116581,0.001242,0.260302,0.62604,0.021125,0.146085,-0.026393,-0.098561,0.051949,0.011098,-0.135481,0.026013,0.00159459
NACA 2415,0.196891,0.016781,-0.026096,0.743169,0.025327,-0.043975,0.025612,-0.044271,0.049554,0.052957,0.014434,-0.010384,0.001596668
JX-GS-15,0.17251,0.021088,-0.048121,1.192045,0.032334,-0.216998,0.003061,-0.12918,-0.041784,0.055058,-0.041421,0.001408,0.0015979
EPPLER 341 AIRFOIL,0.051205,-0.00107,0.427723,0.591584,0.026158,0.037838,0.004214,-0.038452,0.024089,0.02605,-0.215845,0.066507,0.001600826
GOE 363 AIRFOIL,0.238228,0.007638,0.208476,0.481332,0.042753,-0.210361,0.016938,0.115724,0.096415,-0.015538,0.042168,-0.023774,0.001601844
CAL4014l,0.105735,0.002503,0.14484,0.93643,-0.008898,0.015162,-0.050259,-0.016717,-0.031817,0.012102,-0.126536,0.017455,0.00160322
GOE 118 (MVA MK.7) AIRFOIL,-0.018607,-0.00024,0.107438,0.917745,0.003141,-0.147259,0.010834,0.11878,-0.001221,-0.012504,0.044448,-0.022555,0.001604378
EPPLER 378 AIRFOIL,0.144814,0.026389,0.469056,0.57164,-0.022896,-0.303403,-0.052157,0.248569,-0.058903,-0.02638,-0.098113,0.101384,0.001604576
SD8000-089-88,0.18632,0.100579,-0.071251,1.013763,0.05587,-0.200978,-0.066944,-0.13944,0.041998,0.063712,0.058212,-0.041841,0.00160675
EPPLER 593 AIRFOIL,0.030745,0.001867,0.409886,0.551756,0.008758,0.122724,-0.063518,0.023416,-0.069716,-0.003969,-0.106387,0.094439,0.00160843
HQ 3.0/11 AIRFOIL,0.065551,-0.000085,-0.04991,1.061002,0.008597,-0.141736,0.023276,-0.115505,0.099547,-0.028691,0.155418,-0.077463,0.001609076
WORTMANN FX 62-K-131 AIRFOIL,-0.083271,-0.052763,-0.111645,0.927498,0.051162,-0.105672,0.051488,-0.157005,0.230397,0.015485,0.270691,-0.036364,0.00161015
GOE 702 AIRFOIL,0.124649,0.001796,0.29783,0.181932,0.022679,0.278704,-0.073706,0.26822,-0.023537,-0.000531,-0.154189,0.076153,0.001610166
GOE 801 (MVA 301) AIRFOIL,0.073351,0.004882,0.206943,0.684716,0.038975,-0.160475,0.020409,0.137651,0.007312,0.000295,0.026558,-0.040618,0.001610786
EPPLER 67 AIRFOIL,0.022227,0.003457,-0.127591,0.984545,0.015453,-0.084997,0.025125,-0.085097,0.050633,0.03141,0.171357,-0.006523,0.001611508
BELL/WORTMANN FX 69-H-098 AIRFOIL,0.252867,-0.003671,0.046989,1.009865,0.022688,-0.264295,0.061947,-0.108672,0.007086,0.038269,-0.040706,-0.022367,0.00161156
HQ 2.0/12 AIRFOIL,0.050534,0.019547,-0.053356,1.062767,0.011961,-0.061953,-0.005008,-0.123106,0.078069,-0.006145,0.096636,-0.069946,0.00161201
HQ 2.5/9.0 smoothed by Eppler,0.095575,0.013231,-0.081747,1.15083,0.039449,-0.207422,0.014301,-0.148776,0.058248,0.012443,0.141355,-0.087488,0.001613042
EPPLER E837 HYDROFOIL AIRFOIL,-0.015284,-0.004458,-0.102309,1.099984,-0.001864,0.092956,0.004774,-0.176581,0.116218,0.001282,-0.003447,-0.011271,0.001613784
EPPLER 551 AIRFOIL,-0.204947,0.030071,-0.13109,0.989663,0.066631,0.337783,-0.045243,-0.102546,-0.004743,-0.008196,0.136032,-0.063415,0.001613876
USA 48 AIRFOIL,0.077494,-0.011033,-0.045752,0.815615,0.028607,-0.024076,0.051231,-0.098871,0.070363,0.017503,0.116688,0.00223,0.001615178
FX 61-140 AIRFOIL,-0.081799,0.003992,-0.007861,0.97255,-0.001267,0.059188,-0.005541,-0.31335,0.142644,-0.027925,0.276026,-0.016658,0.001617112
NACA 4418,0.171801,0.013552,0.040099,0.419105,0.043596,0.055404,0.021997,0.105865,0.078628,0.042019,0.040101,-0.032165,0.001617916
NACA 63012A AIRFOIL,0.022937,0.005444,-0.095733,1.234671,0.002862,-0.050992,0.015274,-0.200622,0.025562,0.055593,-0.002136,-0.01286,0.00161943
WACO COOTIE AIRFOIL,0.077893,0.047272,0.235883,0.730925,0.035015,-0.250421,-0.000486,0.085949,0.06771,-0.041548,-0.014861,0.026669,0.001619888
HQ 1.5/8.5 AIRFOIL,0.076333,0.079775,-0.075548,1.007488,0.132024,-0.145151,-0.081495,-0.161561,0.026802,0.136587,0.044771,-0.040024,0.001620156
EPPLER 325 AIRFOIL,0.073103,-0.000141,0.329041,0.779806,0.021356,-0.039055,0.01279,-0.168951,0.050979,0.040966,-0.177343,0.077449,0.00162183
GOE 398 AIRFOIL,0.072312,0.000725,0.151192,0.578256,0.064906,0.002726,0.013063,0.108932,0.018134,0.005843,-0.011342,-0.004746,0.00162589
GOE 394 AIRFOIL,0.118876,0.023698,0.166605,0.871649,-0.010153,-0.225329,-0.035026,0.266734,-0.065357,0.035327,-0.029305,-0.11772,0.001626164
NACA 63(3)-218,-0.045049,-0.000003,-0.073733,0.934571,0.002117,0.244981,-0.02984,-0.104715,0.089324,-0.01045,0.052602,-0.059804,0.001626198
GOE 417 AIRFOIL,0.161134,0.040669,0.227854,0.783384,0.028875,-0.358071,-0.007403,0.123118,0.043107,-0.006441,0.028976,-0.065202,0.001628822
GOE 612 AIRFOIL,0.149749,0.009994,0.050641,0.522618,0.015508,0.04137,-0.004233,0.187418,0.036848,-0.002025,0.008686,-0.016573,0.00162988
GOE 390 AIRFOIL,0.015333,-0.000603,0.262186,0.033729,0.051583,0.25757,-0.004161,0.262186,0.082956,-0.021958,0.063139,-0.001962,0.001631044
GOE 474 AIRFOIL,0.193835,0.050562,-0.027289,1.003341,0.06769,-0.322477,-0.006457,-0.01608,0.017842,0.078028,-0.016219,-0.022776,0.00163245
EPPLER 377 AIRFOIL,0.079005,0.037461,0.48285,0.525914,0.012213,-0.296423,-0.062842,0.262194,-0.065706,-0.005712,-0.052559,0.083606,0.00163641
EPPLER 1210 AIRFOIL,0.18751,0.051022,0.289221,0.234747,0.03936,0.164248,-0.075254,0.085267,-0.008409,-0.015004,0.016529,0.030764,0.001636596
GOE 182 (MVA H.27) AIRFOIL,0.155719,0.049158,0.208232,0.708681,0.023557,-0.106663,-0.046357,0.120955,-0.083144,0.015703,0.004413,-0.050253,0.001636822
SG6043,0.064283,0.011586,-0.079155,0.92011,0.022668,-0.210323,0.03819,-0.022319,0.072084,-0.003896,0.260433,-0.07366,0.001637892
GOE 479 AIRFOIL,0.057225,0.001218,0.106422,0.783328,0.000771,-0.053953,0.013295,0.029485,0.008982,0.019329,0.0418,-0.007901,0.00163827
SD7080 (9.2%),0.136873,0.069492,-0.012854,0.984248,0.06203,-0.160541,-0.042773,-0.095894,0.006356,0.050706,0.023007,-0.020649,0.00163998
MH 83  13.29%,0.163797,0.022006,0.358799,0.368601,0.041521,0.130622,-0.080803,0.076055,-0.017873,-0.054573,-0.025962,0.017809,0.001640394
GOE 602 AIRFOIL,0.049552,0.002194,-0.006963,1.021073,0.013709,-0.124999,0.024361,-0.025323,-0.012326,0.027916,0.038514,-0.007708,0.001641168
RG 15A-1.8/11.0 AIRFOIL,0.087308,0.032559,-0.038987,0.949811,0.059051,-0.125212,0.00257,-0.22217,0.054989,0.056294,0.124646,0.019141,0.0016434
GOE 613 AIRFOIL,0.139805,0.0001,0.131375,0.846426,0.011662,-0.222246,0.042274,0.036085,0.044289,0.019752,0.042386,-0.091908,0.001644772
S7012 8.75%,0.069615,0.002196,0.006567,1.083082,0.019348,-0.102173,-0.009061,-0.143989,-0.024996,0.059282,0.039387,0.000742,0.001645012
HQ 3.5/12 AIRFOIL,0.03801,0.00031,-0.031919,1.020689,-0.013848,-0.090194,0.016593,-0.081702,0.120685,-0.057065,0.172843,-0.094402,0.001645514
EPPLER 336 AIRFOIL,0.0781,0.000116,0.376768,0.678913,0.027769,-0.026236,0.012224,-0.074727,0.033909,0.011761,-0.189088,0.070491,0.001645798
EPPLER 1233 AIRFOIL,-0.024444,-0.011638,0.214806,0.341701,0.061467,0.179104,0.012707,-0.119754,0.148657,0.008615,0.202135,-0.013357,0.00164715
GOE 282 (DAIMLER XIII) AIRFOIL,0.153564,0.010868,0.140312,0.749366,0.025402,-0.243723,0.044636,0.027326,-0.005402,0.032998,0.082117,-0.017465,0.001647944
GOE 595 AIRFOIL,0.103446,-0.000121,0.000943,1.057338,0.01473,-0.200586,0.040273,-0.026052,0.00608,0.033101,0.008543,-0.037693,0.001652228
FX 74-130 WP1,-0.057613,0.054536,-0.082541,0.795436,0.134886,-0.206923,-0.016785,-0.025054,0.262984,0.069654,0.098004,-0.026585,0.001654398
HQ 3.5/9 AIRFOIL,0.049841,0.01176,-0.053106,1.191782,-0.017139,-0.205441,0.019721,-0.118502,0.088664,-0.052787,0.178967,-0.09376,0.001654464
EPPLER 326 AIRFOIL,0.046658,-0.001447,0.327715,0.76379,0.015499,-0.019008,0.01229,-0.146078,0.053245,0.028551,-0.157837,0.076621,0.001655494
BOEING 737 OUTBOARD AIRFOIL,0.012997,0.003628,0.005169,1.239511,0.024074,-0.171934,0.032631,-0.16255,0.091036,-0.014837,-0.008004,-0.051723,0.001658214
DF102,0.23618,0.002484,-0.046795,0.888148,0.067549,-0.155298,0.022359,-0.015853,-0.008248,0.063411,-0.047914,-0.006023,0.00165894
GOE 315 (HANSA-BRANDENBURG III.5) AIRFOIL,0.022795,0.00082,0.245783,0.935561,0.008942,-0.152302,0.005164,-0.030585,-0.004183,-0.009516,-0.000591,-0.021889,0.001659786
Dayton-Wright 6,0.174814,0.014766,0.33576,0.229683,0.237613,-0.126677,0.017061,0.156853,0.063484,0.013269,-0.163426,0.046802,0.001660786
AG52,0.110289,0.065592,-0.0306,1.16302,0.006555,-0.159068,-0.035172,-0.122393,-0.025565,0.04327,-0.010635,-0.005293,0.001661946
RAF 30 AIRFOIL,0.151879,0.004652,-0.077521,1.025205,0.012638,-0.065454,0.008136,-0.177789,0.048191,0.082431,0.004726,-0.017095,0.001662436
NACA 65(2)-415,-0.077045,-0.009623,-0.093364,1.019139,0.029683,-0.013183,0.019549,-0.102093,0.171217,0.010958,0.103687,-0.058926,0.001664052
DELFT DU84-132V3 AIRFOIL (MEASURED),0.026949,0.009026,-0.00633,0.792935,-0.009143,-0.042449,0.008298,-0.177171,0.185974,-0.017041,0.215933,0.013019,0.001665248
GOE 574 AIRFOIL,-0.010238,0.000281,0.181982,0.862907,-0.002665,-0.153587,0.047176,0.045549,-0.011479,0.021299,0.021291,-0.002516,0.001666582
HQ 3.5/14 AIRFOIL,0.017542,0.004279,-0.019585,0.886828,0.031096,-0.008096,0.003732,-0.035589,0.112188,-0.022986,0.15507,-0.124478,0.001667384
GOE 386 AIRFOIL,0.138716,0.007717,0.251834,0.041234,0.028711,0.218756,-0.001267,0.183582,0.073349,0.007501,0.034994,0.014873,0.0016677
DAE-31 AIRFOIL,-0.006511,0.01125,0.059373,0.762356,-0.002128,-0.032385,-0.025476,0.253203,0.055168,-0.059947,0.062393,-0.077295,0.001668204
Eiffel 428 (Bleriot),0.028807,0.000162,0.135331,0.974415,0.016558,-0.14489,0.014844,0.054246,0.029475,-0.083653,-0.053119,0.027823,0.001669584
EPPLER E852 AIRFOIL,-0.002405,0.009508,-0.248792,1.344678,0.010934,-0.134935,0.021187,-0.120375,0.032888,0.017008,0.144661,-0.074357,0.001669758
GOE 360 AIRFOIL,0.005138,0.013187,0.338265,0.66545,0.009661,-0.137616,-0.000555,0.094812,0.052674,-0.033128,0.015172,-0.02306,0.001670018
HQ 3.0/8 AIRFOIL,0.036398,0.013459,-0.064804,1.253575,0.016616,-0.195464,0.011869,-0.119295,0.017106,-0.007916,0.109346,-0.070891,0.001670378
RG 14A-1.4/7.0 AIRFOIL,0.141137,0.005134,-0.033227,1.220013,0.027223,-0.252521,0.020944,-0.148892,-0.029198,0.075088,-0.028596,0.002895,0.001670432
GOE 802 AIRFOIL,0.075712,-0.000002,0.205442,0.679307,0.035542,-0.169026,0.029791,0.120813,0.008901,-0.001771,0.040452,-0.02516,0.00167123
GOE 300 (FRIEDRICHSHAFEN G20) AIRFOIL,0.002425,0.013225,0.387745,0.568603,0.018218,-0.186556,0.005748,0.103047,0.052514,-0.008047,0.054144,-0.011064,0.001673846
BOEING 707 .99 SPAN AIRFOIL,0.013376,-0.000158,-0.021185,1.308574,0.006788,-0.220662,0.040455,-0.15218,0.056442,-0.007726,0.012552,-0.036276,0.001675008
GOE 508 AIRFOIL,0.010355,-0.000706,0.207141,0.342036,0.047526,0.121302,-0.006398,0.196739,0.086859,-0.005014,-0.001053,0.001213,0.00167551
TRAINER60,0.205042,0.062452,-0.036867,0.698287,0.030803,0.185714,-0.046176,-0.154704,0.015088,0.033634,0.013275,-0.006547,0.001675582
BOEING-VERTOL VR-1 AIRFOIL,0.093111,0.003567,-0.079907,1.091682,0.017453,-0.1663,0.029094,-0.107687,0.071841,0.046231,0.015551,-0.014637,0.001676062
S1046 17% (Danny Howell),0.163613,0.00405,-0.049215,0.509494,0.173728,0.193799,-0.065794,-0.12201,0.016725,0.204749,-0.030206,0.001068,0.001677944
NACA 63(2)A-015,0.027468,-0.001598,0.051512,0.926853,0.084381,0.014357,0.019935,-0.147489,0.071953,0.015824,-0.035437,-0.027758,0.001680564
NACA 65(2)-415 a=0.5,-0.104617,-0.024676,-0.024392,0.91478,0.081318,0.033299,0.013122,0.023704,0.137551,-0.002337,-0.028228,-0.019524,0.001681888
MH 201  13.08%,0.027057,-0.000669,-0.053918,0.896227,0.028201,-0.08687,0.02442,-0.185495,0.158302,0.022833,0.172378,-0.002467,0.001682004
DU86-084/18 8.44%,0.154327,0.0382,-0.038177,1.124321,0.029821,-0.233609,-0.022752,-0.045802,0.057752,0.077069,-0.121286,-0.019865,0.001682996
NACA 64(3)-218,-0.090248,-0.004318,-0.106261,1.016633,0.015824,0.22392,-0.01679,-0.114326,0.103024,-0.015401,0.03088,-0.042937,0.00168435
GOE 395 AIRFOIL,0.146408,0.067038,0.093612,0.830589,0.021887,-0.248759,-0.072965,0.38283,-0.056817,0.043367,-0.014788,-0.192402,0.001686062
GOE 573 AIRFOIL,-0.092819,-0.006016,0.399677,0.409523,0.049708,0.046367,0.0238,0.127575,0.009914,-0.00431,-0.030037,0.066616,0.001688004
MH 110  10.01%,0.191794,0.036893,0.160112,1.0072,0.005162,-0.063092,-0.032664,-0.15361,-0.068778,0.035664,-0.141907,0.023226,0.001689138
GOE 493 AIRFOIL,-0.013124,0.000094,-0.127343,0.933597,0.005484,0.053243,0.023188,0.007255,0.044077,0.013759,0.087506,-0.027736,0.001689804
GOE 281 (DAIMLER XII) AIRFOIL,0.131472,0.004385,0.143143,0.913458,0.032401,-0.28243,0.041761,0.026521,0.004187,0.008529,0.026209,-0.049636,0.001690464
GOE 366 AIRFOIL,-0.003877,-0.000166,0.302111,0.414016,0.058453,-0.076179,0.023681,0.198529,0.093754,-0.021413,0.067242,-0.05615,0.001690872
NACA 63(3)-018,-0.021257,-0.000165,-0.089724,0.988975,-0.001456,0.250027,-0.028848,-0.163089,0.08667,-0.010912,-0.000942,-0.00928,0.001691834
NACA 2415,0.181496,0.012801,-0.017554,0.749024,0.009661,-0.028073,0.025474,-0.040122,0.045694,0.053762,0.013228,-0.005393,0.00169201
Eh 1.0/7.0,0.107908,0.00292,0.053426,1.155604,0.015384,-0.188124,-0.010503,-0.179067,-0.018307,0.096423,-0.055153,0.019489,0.00169307
NACA 64-108 AIRFOIL,0.024282,0.004086,-0.09668,1.326761,0.020205,-0.154442,-0.016148,-0.189372,0.022543,0.089756,0.006083,-0.037073,0.001693256
GOE 510 AIRFOIL,0.197736,0.000794,0.281429,0.134092,0.022386,-0.163629,0.048111,0.135931,0.137859,0.064316,-0.005499,0.146473,0.001697326
FX 63-145 AIRFOIL,-0.032829,0.00001,0.04349,0.855664,0.017681,0.181528,-0.038345,-0.071782,0.014264,-0.039584,0.123627,-0.053723,0.001698932
EPPLER 331 AIRFOIL,0.089535,0.003547,0.330141,0.781889,0.022794,-0.079652,0.011984,-0.123614,0.036432,-0.006185,-0.152506,0.085633,0.00169953
SD7034,0.029383,0.002588,0.089232,0.891844,-0.00519,-0.009404,-0.021611,0.036548,-0.00032,-0.017204,0.01208,-0.007946,0.001700466
GOE 498 AIRFOIL,0.103212,0.086958,-0.036343,0.516199,0.063903,0.145838,-0.077048,0.124285,-0.00119,-0.002398,0.117638,-0.041056,0.001703678
EPPLER 337 AIRFOIL,0.041881,-0.000247,0.398248,0.654769,0.004423,0.00217,0.006383,-0.035042,0.03408,0.010874,-0.157627,0.040086,0.001704492
GOE 633 AIRFOIL,0.12115,0.00311,0.269927,0.458092,0.001215,0.099712,-0.020336,0.149011,-0.046003,0.02828,-0.157913,0.093757,0.001704746
