# MAE takes the multiplication factor of 2 for avg(|(Target)-(Reconstrcted)|)
Airfoil_name,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,MAE
AH 81-K-144 W-F KLAPPE,1,0,0,0,0,0,0,0,0,0,0,0,0
AH 93-W-480B,0,1,0,0,0,0,0,0,0,0,0,0,0
CHEN AIRFOIL,0,0,1,0,0,0,0,0,0,0,0,0,0
E195  (11.82%),0,0,0,1,0,0,0,0,0,0,0,0,0
EPPLER 664 (EXTENDED) AIRFOIL,0,0,0,0,1,0,0,0,0,0,0,0,0
EPPLER 864 STRUT AIRFOIL,0,0,0,0,0,1,0,0,0,0,0,0,0
FX 79-W-660A,0,0,0,0,0,0,1,0,0,0,0,0,0
GOE 531 AIRFOIL,0,0,0,0,0,0,0,1,0,0,0,0,0
Griffith 30% Suction Airfoil,0,0,0,0,0,0,0,0,1,0,0,0,0
RONCZ R1145MS MAIN ELEMENT,0,0,0,0,0,0,0,0,0,1,0,0,0
S9104,0,0,0,0,0,0,0,0,0,0,1,0,0
EPPLER 266 AIRFOIL,-0.124999,-0.009887,0.105734,0.617277,0.071567,0.032928,0.01545,-0.046641,0.241738,0.039485,0.025424,0.031923,0.002796336
BOEING BACXXX AIRFOIL,0.172325,-0.006272,-0.083355,1.162892,0.075049,-0.248443,0.084019,-0.206829,0.018996,0.059591,0.05131,-0.079283,0.002796538
GOE 575 AIRFOIL,0.272049,-0.007209,0.095489,0.734302,-0.030822,-0.255074,0.13284,0.042343,-0.013406,0.057948,-0.02647,-0.001991,0.002797886
NASA/LANGLEY LS(1)-0421MOD AIRFOIL,0.073969,0.012021,0.113837,0.251283,0.166237,0.184214,-0.010218,-0.168436,0.211602,0.037053,0.139955,-0.011517,0.002800642
GOE 7K AIRFOIL,-0.006554,-0.002624,-0.161655,1.17781,0.00946,-0.33587,0.11932,0.014391,0.071803,0.046201,0.11845,-0.05073,0.002803012
WORTMANN FX 049-915 AIRFOIL,-0.142196,-0.089189,0.476841,0.522332,-0.025743,0.236969,0.017674,0.149559,-0.036051,-0.037561,-0.1143,0.041664,0.00280407
MH 25  9.98%,0.123093,-0.000537,-0.045338,1.167253,0.006615,-0.288328,0.08209,-0.121591,0.023006,0.087513,-0.039105,0.005329,0.002804284
MH 126 25.0%,-0.139627,-0.020169,0.151546,-0.04884,0.064077,0.407554,-0.023999,0.404259,0.285831,-0.09097,0.043805,-0.033467,0.002805738
S1221  w/o flap,0.144413,0.093671,-0.018334,0.537275,-0.002581,0.103319,-0.137189,-0.142301,-0.040596,0.121144,0.317017,0.024161,0.002818032
MA409 (smoothed),0.068578,0.081277,-0.073604,0.975111,0.080411,-0.156193,-0.094296,0.006269,-0.046709,0.168452,-0.000007,-0.009289,0.002819364
GOE 599 AIRFOIL,0.02773,0.036939,-0.121328,1.228366,0.023779,-0.092875,0.005457,-0.10154,-0.073345,0.087124,-0.029687,0.00938,0.00282302
LOCKHEED C-141 BL113.6 AIRFOIL,0.180412,-0.011492,-0.139907,1.063383,0.008041,-0.266486,0.096772,-0.166476,0.118762,0.06564,0.075606,-0.024255,0.002824856
E71  (5.15%),0.005563,0.123231,-0.099505,1.17161,0.010507,-0.182708,-0.125391,-0.002763,-0.01605,0.085563,0.118259,-0.088313,0.002827862
BOEING VERTOL V43012-1.58 AIRFOIL,0.313821,0.027047,0.228667,0.408053,0.324205,-0.231812,-0.0026,-0.05202,0.042874,0.138813,-0.14237,-0.054678,0.00283038
RAF 15 AIRFOIL,0.247289,0.21094,0.14106,0.351488,0.315556,-0.351457,-0.19171,-0.112343,0.077826,0.318579,-0.06547,0.058242,0.002833062
EPPLER 562 AIRFOIL,0.049302,0.015946,-0.133406,0.430012,0.225965,0.17828,-0.082874,-0.020921,-0.022602,0.210968,0.144885,0.004444,0.00283547
GOE 711 AIRFOIL,0.010421,-0.000941,0.245481,0.512619,0.027501,-0.089363,0.079268,0.100116,0.046888,0.021987,0.104811,-0.058788,0.002835534
NASA SC(2)-0403 AIRFOIL,0.03755,0.089752,-0.134963,1.607661,0.005869,-0.290203,-0.061219,-0.302458,-0.065179,0.09997,0.011186,0.002034,0.00283752
EPPLER 66 AIRFOIL,0.060487,0.143024,-0.130274,0.360494,0.360494,-0.180677,-0.12939,-0.234166,0.137445,0.253646,0.276258,0.082658,0.002837916
AH 83-150 Q,-0.0529,0.001175,0.175245,0.522587,0.101665,0.00086,-0.02504,0.053375,0.224083,0.022395,-0.036362,0.012918,0.002838114
NACA M9 AIRFOIL,0.225169,0.098923,0.465624,0.108662,0.068671,-0.009993,-0.139615,0.267387,-0.072347,0.003741,-0.294878,0.278656,0.002838132
E475  (15.01%),0.396313,0.163329,-0.040601,0.539183,0.102996,-0.062936,-0.115082,-0.108078,0.042365,0.169471,-0.076335,-0.010626,0.002839134
E212  (10.55%),0.037854,0.067363,-0.121168,0.908526,0.069228,0.005673,-0.099696,-0.059305,0.009233,0.142052,0.09383,-0.053589,0.002843044
REPUBLIC S-3 AIRFOIL,0.054234,0,0.102289,1.049014,0.004517,-0.026345,0.005213,-0.187211,0.000356,-0.008496,0.002313,0.004115,0.002843702
GOE 525 AIRFOIL,-0.019702,-0.007602,-0.022819,0.409019,0.038935,0.142382,0.004841,0.111416,0.096767,-0.141111,0.526,-0.138126,0.002847034
UNIVERSITY OF ILLINOIS UI-1720 AIRFOIL,0.274297,0.193569,0.343056,0.253048,0.045884,0.053936,-0.195814,-0.053864,-0.025287,0.057648,0.102889,-0.049361,0.00285012
Eiffel 385 (S.T. Ae),0.265594,0.166075,0.207249,0.518003,0.140493,-0.017548,-0.127227,0.240255,0.047284,-0.201106,-0.341653,0.102581,0.00285361
AH 81-131,0.002292,-0.046929,0.042381,0.993184,0.02031,-0.113866,0.038743,0.101942,0.219765,-0.110883,-0.12144,-0.0255,0.002857656
NACA 16-006,0.099405,0.000428,-0.103638,1.474519,0.00003,-0.393352,0.068689,-0.244895,-0.006523,0.115754,-0.015345,0.004927,0.0028583
GOE 497 AIRFOIL,-0.004803,0.151348,-0.053704,0.585677,0.065737,0.147035,-0.183891,0.121289,0.019527,0.081087,0.075552,-0.004854,0.00286633
RAF 31 AIRFOIL,0.019919,0.001515,-0.072098,0.932426,0.01726,0.034844,-0.015267,-0.033083,0.004628,0.1118,0.013338,-0.015283,0.00286724
GOE 500 AIRFOIL,-0.028426,0.055779,-0.064513,0.751855,0.078295,0.030054,-0.098425,0.188601,-0.023385,0.072134,0.079845,-0.041815,0.002882558
E222  (10.17%),0.035356,0.017444,-0.062855,0.792928,0.149768,-0.017379,-0.070699,-0.045684,0.00209,0.192337,0.0084,-0.001708,0.002884034
WORTMANN FX 71-089A AIRFOIL,0.402249,0.065226,-0.075356,0.84542,0.128187,-0.321267,-0.01973,-0.213143,0.032967,0.15353,0.034765,-0.032845,0.002890076
NACA 16009,0.126109,0.000136,-0.121059,1.36464,0.010773,-0.392778,0.103599,-0.215626,0.032514,0.116966,-0.040068,0.014794,0.0028906
GOE 223 (MVA H.34) AIRFOIL,-0.007545,-0.00079,-0.14465,0.722144,0.039202,0.250179,-0.007391,0.084918,0.044503,-0.105966,0.213556,-0.08816,0.002893066
GOE 320 (HANSA-BRANDENBURG II.1) AIRFOIL,0.032263,0.013233,0.37467,0.38851,0.04767,-0.035523,-0.00435,0.158792,0.063314,-0.022643,-0.002007,-0.01393,0.00289504
E62  (5.62%),-0.010307,0.060479,-0.063168,1.020136,0.064304,-0.184563,-0.084922,0.083706,0.006028,0.092114,0.088945,-0.072751,0.002902106
GOE 222 (MVA H.33) AIRFOIL,0.056194,0.011158,-0.17635,0.485952,0.101228,0.193497,-0.004921,0.245879,-0.011629,-0.001125,0.168834,-0.068718,0.002913726
NLR-7223-62 AIRFOIL,0.245294,0.000567,-0.039458,1.116709,0.069018,-0.365291,0.070125,-0.123159,0.034687,0.072825,-0.045752,-0.035566,0.002913784
FX 60-100 AIRFOIL,-0.004806,0.099378,-0.142957,1.025706,0.098798,0.059084,-0.130828,-0.046685,-0.048744,0.067057,0.069005,-0.045008,0.002913954
cr001sm,0.010675,0.058865,-0.030294,1.106293,0.046215,-0.114531,-0.052729,0.03763,-0.094977,0.077105,0.000615,-0.044868,0.002914856
PT40,0.235915,0.012542,0.027392,0.70828,0.029604,-0.171846,0.02932,-0.045467,0.03741,0.064906,0.080026,-0.008082,0.002921576
BOEING 707 .19 SPAN AIRFOIL,0.073952,-0.001102,0.03725,1.102402,0.007082,-0.051011,0.02204,-0.183818,0.037966,0.020816,-0.065975,0.000398,0.00292247
GOE 523 AIRFOIL,-0.024813,-0.015132,-0.020388,0.400217,0.031229,0.140417,0.012901,0.08752,0.109959,-0.150307,0.538894,-0.110497,0.00292265
AG11,0.072658,0.005135,0.08267,1.212895,0.015491,-0.21985,0.009586,-0.124221,-0.07302,0.042042,-0.036462,0.013077,0.002923444
NACA 1408,0.112935,0.009962,-0.038311,0.996326,0.081127,-0.1558,-0.033102,-0.138013,-0.014092,0.195272,-0.030376,0.014073,0.002926598
WORTMANN FX 72-MS-150B AIRFOIL,-0.374642,0.024023,-0.023936,0.866338,-0.077173,0.27935,-0.059113,0.234962,0.106945,-0.227422,0.350035,-0.099367,0.002926818
GOE 481A AIRFOIL,0.188346,0.070537,0.107327,0.26114,0.048993,-0.110741,0.018611,0.037968,0.078097,0.086426,0.228777,-0.015481,0.002928568
SP4621HP,-0.196733,-0.16789,-0.19903,0.58053,0.262045,0.315699,0.059268,-0.154735,0.142908,0.130629,0.487939,-0.26063,0.002929612
FX 78-K-140 A/20,-0.091852,-0.068115,0.044266,0.807026,0.020746,-0.071882,0.049948,0.16877,0.223452,-0.023377,-0.056506,-0.002477,0.002931244
Bergey BW-3  (smoothed),0.062212,0.156951,0.151868,0.683431,0.070002,-0.274305,-0.153338,0.16413,-0.037054,0.239481,0.039474,-0.102851,0.002934086
FX 71-L-150/30 AIRFOIL,0.025669,0.002915,-0.09886,0.99179,0.068164,0.162372,-0.049261,-0.15966,0.038004,0.067709,-0.023115,-0.025727,0.002934638
EPPLER EA 8(-1)-006 AIRFOIL,0.146078,0.043346,-0.073848,1.239175,0.037888,-0.263112,-0.036493,-0.190447,-0.008452,0.168845,-0.059702,-0.003278,0.002935794
LOCKHEED C-5A BL488.2 AIRFOIL,0.096704,-0.000429,-0.168732,1.179955,0.008757,-0.245757,0.090029,-0.227647,0.06088,0.089877,0.121153,-0.00479,0.00293589
NASA SC(2)-0706 AIRFOIL,0.059717,0.116569,-0.149807,1.496486,0.02167,-0.267951,-0.052681,-0.323169,0.023274,0.002375,0.08643,-0.012913,0.002936392
S1223,0.050753,0.006913,0.034699,0.412179,0.013512,0.092116,-0.035919,0.021461,-0.092839,0.053649,0.41218,0.031295,0.002936796
NASA NLF(1)-0414F,-0.01375,0.078584,-0.047298,0.657452,0.021381,-0.134594,-0.136131,-0.099984,0.605213,-0.033906,0.145477,-0.042444,0.002941854
AH 93-W-300,0.282155,0.045857,-0.147961,0.005737,0.184997,0.520607,-0.034148,-0.091596,0.083697,0.067459,0.130332,-0.047135,0.002947066
GOE 650 AIRFOIL,0.115652,0.163362,-0.108765,0.494836,0.139502,0.088645,-0.165914,0.052816,-0.020081,0.163317,0.101913,-0.025284,0.002954234
GM15 (smoothed),0.042976,0.084133,-0.056045,0.97143,0.019348,-0.072832,-0.122262,0.090885,-0.061085,0.073189,0.009274,0.02099,0.002960276
AS5045 (15%) | Ref: http://www.krnet.org/as504x/ [original link: http://amber.aae.uiuc.edu/~ashok/kr2/airfoils/tests/],-0.023238,0.00266,-0.084183,1.096349,0.026432,0.085656,-0.00512,-0.212813,0.095639,-0.01822,0.075306,-0.038468,0.002968366
NASA NLF(1)-0215F,-0.065821,-0.067311,-0.001682,0.743193,0.023344,-0.059243,0.073445,-0.203658,0.258881,-0.01559,0.326444,-0.012002,0.002978246
GOE 375 AIRFOIL,0.307656,-0.144067,0.186535,0.404754,0.404754,-0.404754,0.102701,0.014773,-0.033624,0.244922,-0.078802,-0.004848,0.00297912
RONCZ 1080 VOYAGER INNER AFT WING AIRFOIL,-0.056198,-0.006641,0.089682,0.576258,0.055081,0.026394,0.01608,0.014176,0.260578,0.014961,0.003342,0.006289,0.002981698
HT22,0.149971,0.050565,0.046441,1.21991,0.008846,-0.233504,-0.048829,-0.192108,-0.072405,0.100644,-0.035519,0.005987,0.002983152
lrn1007,-0.007906,0.017383,0.062164,1.189283,-0.001414,-0.320872,0.002526,0.15658,0.156803,-0.119785,0.087608,-0.22237,0.002984718
DOUGLAS LA203A AIRFOIL,-0.131859,0.005358,0.009717,0.545154,0.083487,0.183367,-0.055157,0.083955,0.112121,0.042523,0.172014,-0.050681,0.002988452
S1010 HPV airfoil,0.245186,0.062551,-0.085317,1.057322,0.150716,-0.292686,-0.056285,-0.167393,-0.050294,0.235969,-0.083642,-0.016127,0.0029901
RUTAN WING AIRFOIL,0.113348,-0.002025,-0.11152,1.09205,0.016686,-0.187001,0.047858,-0.160797,0.102226,0.053502,0.04131,-0.005637,0.002993634
UNIVERSITY OF ALBERTA UA 79-SF-187 AIRFOIL,-0.117179,-0.027837,-0.108598,0.731397,0.093731,-0.062364,0.050859,-0.00306,0.384405,-0.009162,0.164492,-0.096685,0.002994584
N-22,0.20016,0.050285,0.231835,0.690875,0.071072,-0.145511,0.003569,0.07803,0.099374,-0.165867,-0.134516,0.020693,0.002996564
LOCKHEED C-5A BL576 AIRFOIL,0.105911,-0.00074,-0.156138,1.164729,-0.004214,-0.270607,0.094899,-0.22303,0.064695,0.08371,0.144555,-0.00377,0.003000516
IST-MT1-12,-0.056111,0.000411,-0.400068,1.147129,0.001589,-0.010963,0.005145,0.061358,0.044036,-0.016976,0.284979,-0.060528,0.003003222
GOE 496 AIRFOIL,0.030678,0.011166,-0.046519,0.735497,0.076201,0.033522,-0.072104,0.138098,-0.050706,0.118656,0.040177,-0.014666,0.00300715
LOCKHEED C-5A BL0 AIRFOIL,0.019573,0.132214,-0.176893,1.205713,0.010335,-0.146015,-0.028382,-0.306447,0.115634,0.079466,0.120446,-0.025644,0.003007296
RAF 26 AIRFOIL,0.018543,0.011136,-0.100711,1.271586,0.000641,-0.161336,-0.016848,-0.080887,-0.055603,0.120216,-0.010797,0.00406,0.003007344
AH21 9% version (Andrew Hollom),0.082919,0.073661,-0.128566,1.299042,0.040827,-0.24337,-0.020423,-0.151594,-0.045247,0.101599,0.000528,-0.009376,0.00301106
BOEING VERTOL V13006-.7 AIRFOIL,0.078306,0.028786,0.015138,1.256131,0.025086,-0.226262,-0.013762,-0.216607,-0.039712,0.098532,-0.015638,0.010003,0.00301261
OAF095 AIRFOIL,0.054029,0.067165,-0.13224,0.830693,0.069668,0.044076,-0.137917,0.080477,-0.027375,0.135497,0.024148,-0.008222,0.003022238
SIKORSKY SSC-A07 AIRFOIL,0.056158,0.014658,-0.018387,1.317487,0.002494,-0.230751,0.013944,-0.202843,0.002177,0.054185,-0.010113,0.000991,0.003026906
NLR-1T AIRFOIL,0.233863,-0.001546,-0.03827,1.222207,0.017085,-0.356669,0.083317,-0.101921,0.007995,0.050281,-0.054486,-0.061855,0.00302724
EPPLER STE 87(-3)-914 AIRFOIL,0.121641,-0.001155,-0.130617,0.718004,-0.005388,-0.214636,0.084415,-0.178484,0.260019,0.010638,0.338847,-0.003283,0.003035416
MARSKE MONARCH AIRFOIL (NACA 43012A),0.373092,0.01768,0.345214,0.452086,0.183187,-0.184717,0.003399,-0.063237,0.054583,0.046372,-0.259548,0.031889,0.003038214
HT08,0.195709,0.057159,-0.071387,1.297026,0.021473,-0.266148,-0.05113,-0.198736,-0.069366,0.148113,-0.059317,-0.003396,0.003038454
NACA-0009 9.0% smoothed,0.11484,0.083519,-0.049848,1.070352,0.036331,-0.114581,-0.077824,-0.194341,-0.014889,0.185519,-0.040389,0.00131,0.0030396
GOE 114 (MVA MK.1) AIRFOIL,0.00733,0.005687,-0.186327,1.12716,-0.005629,-0.057097,-0.014756,0.066245,-0.053518,0.081469,-0.01895,0.048386,0.003043954
S9026 (9.5%),0.139767,0.069656,-0.04115,1.010603,0.039586,-0.054759,-0.089084,-0.177848,-0.015521,0.152283,-0.04601,0.012476,0.003046928
LOCKHEED C-141 BL958.89 AIRFOIL,0.2126,-0.01156,-0.067979,0.965241,0.061987,-0.364611,0.101234,-0.138048,0.066891,0.092296,0.127379,-0.045431,0.003050338
NACA M25 AIRFOIL,-0.131565,-0.036692,0.737071,0.365444,0.037807,-0.158531,0.001435,0.283305,0.003408,-0.002843,-0.218348,0.11951,0.003050652
NACA 66-021 AIRFOIL,-0.024521,-0.005272,-0.065079,0.655364,0.072431,-0.041503,0.032122,-0.111032,0.434276,0.078426,-0.005422,-0.01979,0.003051968
BOEING VERTOL V43015-2.48 AIRFOIL,0.331865,0.003844,0.234352,0.466173,0.191039,-0.147428,0.035984,-0.023477,0.089141,0.022013,-0.145685,-0.057821,0.003057762
NASA SC(2)-0406 AIRFOIL,0.102604,0.002685,-0.146622,1.407733,0.036881,-0.254329,0.002289,-0.227768,-0.015385,0.115492,0.00407,-0.027649,0.003059112
AH21 7% version (Andrew Hollom),0.094971,0.044649,-0.125469,0.73273,0.275833,-0.219651,-0.037808,-0.14092,-0.005327,0.324716,0.066884,-0.010608,0.003062018
GOE 164 (MVA MK.10) AIRFOIL,0.034664,0.176018,0.151247,0.514797,0.071185,-0.046708,-0.170841,0.137892,-0.059365,0.10866,0.046126,0.036325,0.003068904
EPPLER 407 AIRFOIL,-0.012492,-0.011446,-0.276314,1.117778,0.004102,-0.144392,0.072741,-0.323604,0.230672,0.002179,0.451805,-0.111028,0.00307163
Eiffel 371 (Monge),0.129061,-0.002976,0.174516,0.645991,0.079077,-0.072265,0.03999,-0.03455,0.072053,0.013756,-0.044356,-0.000297,0.003072142
WORTMANN FX 05-188 AIRFOIL,-0.198615,0.009783,-0.08041,0.620857,0.116551,0.195718,-0.074144,-0.077749,0.321518,0.075977,0.160492,-0.069978,0.00307359
FX 60-100 (126) AIRFOIL,-0.016066,0.075962,-0.130222,1.157161,0.040201,0.095387,-0.125107,0.034009,-0.084495,0.057207,0.057234,-0.161273,0.003080122
E471  (6.25%),0.014259,0.075844,-0.088738,1.060935,0.040043,-0.161155,-0.109592,0.092341,0.033886,0.095188,0.067905,-0.120916,0.003080888
FX 71-L-150/20 AIRFOIL,-0.005705,0.000525,-0.074755,1.019908,0.020364,0.19526,-0.061911,-0.170434,0.074723,0.022169,0.018783,-0.038926,0.003083128
GOE 9K AIRFOIL,0.09306,0.004049,-0.120421,1.487727,0.049709,-0.372469,0.009436,-0.195844,-0.08319,0.157031,-0.034101,0.005012,0.00308686
Rhode St. Genese 30,0.22585,0.003816,0.201507,0.901527,0.011682,-0.265964,0.048887,-0.024327,0.111716,-0.163533,-0.056805,0.005643,0.003089654
BOEING HSNLF AIRFOIL,0.018242,0.009841,-0.251813,1.442222,0.019297,-0.261871,0.068111,-0.32299,0.080041,0.058875,0.180051,-0.040004,0.003090984
GOE 511 AIRFOIL,0.214998,0.014193,0.474111,-0.216826,0.104914,-0.086409,0.043745,0.265814,0.133307,0.022655,-0.109294,0.138792,0.00309134
E216  (10.4%),-0.014809,0.02484,-0.145201,0.753588,0.095224,-0.018717,-0.065558,-0.040868,0.071544,0.108107,0.254749,-0.0229,0.00309258
EPPLER STE 871-514 AIRFOIL,0.066989,0.021555,-0.093849,0.953643,0.000595,-0.302753,0.073524,-0.202743,0.298936,0.031669,0.169974,-0.017541,0.00309841
NACA 0010-35,0.049001,0.000093,-0.105776,1.363313,0.004852,-0.343821,0.101176,-0.216666,0.046317,0.123659,-0.036069,0.013922,0.003100976
AG38,0.184972,0.000862,0.106302,1.154117,0.046105,-0.297261,0.048356,-0.103689,-0.030752,-0.02741,-0.090456,0.008853,0.003101128
NASA SC(2)-0710 AIRFOIL,0.120793,0.050198,-0.166035,1.15484,0.023859,-0.293909,0.013011,-0.456651,0.253711,-0.025656,0.35015,-0.02431,0.00310186
S8035 for RC aerobatic  14% thick,0.143309,0.020081,-0.02709,0.802183,0.016689,0.061988,-0.043748,-0.145916,0.023745,0.169823,-0.017356,-0.003708,0.003103112
Curtis C-72,0.23025,0.015516,0.127032,0.742186,0.154999,-0.188278,0.021568,0.041273,0.099183,-0.146394,-0.088379,-0.008956,0.003106068
NACA 64(1)-212 MOD B,0.073348,0.00592,-0.006042,1.035874,0.02396,-0.029982,-0.005782,-0.177437,0.071523,0.005881,0.048878,-0.046142,0.003106948
GOE 418 AIRFOIL,0.094978,0.0454,0.2645,0.260225,0.032404,0.044817,-0.078019,0.105625,0.034868,0.111106,0.056755,0.027341,0.003114458
FX 76-120,0.171407,0.130411,-0.02462,0.712249,0.101526,-0.02831,-0.130973,-0.170661,0.033135,0.235625,-0.035405,0.005617,0.003115014
HT35,0.094796,0.096753,-0.050426,1.213623,0.017918,-0.101447,-0.092021,-0.206658,-0.072273,0.134571,-0.047974,0.013138,0.003120988
NASA/LANGLEY MS(1)-0317 AIRFOIL,0.117409,0.006339,-0.059074,0.671949,0.097395,-0.028355,0.020016,-0.173222,0.217707,0.043086,0.136302,-0.049551,0.003124214
CAST 10-2/DOA 2 AIRFOIL,0.097851,-0.005719,-0.140691,1.169758,0.04796,-0.319784,0.103132,-0.301621,0.178577,0.032579,0.196941,-0.058984,0.00312467
DORNIER A-5 AIRFOIL,0.010033,-0.006937,-0.12147,0.929115,0.034477,-0.096046,0.055971,-0.264724,0.258472,0.016404,0.300446,-0.115742,0.003133422
EPPLER 472 AIRFOIL,0.437761,0.113393,-0.024917,0.391495,0.219027,-0.130688,-0.119634,-0.130692,-0.028588,0.330037,-0.04606,-0.011133,0.003134798
NACA 0010,0.162556,0.029353,-0.055482,0.864479,0.12781,-0.110845,-0.04991,-0.164876,-0.014783,0.261252,-0.051841,0.002291,0.003134856
SIKORSKY SC1012R8 AIRFOIL,0.254802,0.039429,0.182878,0.631014,0.066494,-0.18309,0.006721,-0.098701,0.076102,0.043938,0.017477,-0.037065,0.003139788
WORTMANN FX 77-W-258 AIRFOIL,-0.259315,-0.022723,0.458237,0.152427,0.01009,0.660235,-0.021068,-0.181596,0.087548,-0.09005,0.189547,0.016666,0.00314308
USA 31 AIRFOIL,0.202602,0.040459,0.172055,0.007881,0.045525,-0.088338,0.017379,0.343845,0.052806,0.002788,-0.026266,0.229263,0.003143236
FX 71-L-150/25 AIRFOIL,0.013689,0.000294,-0.092393,1.052193,0.012942,0.157848,-0.039705,-0.179765,0.068156,0.02332,-0.009965,-0.006614,0.003143938
DFVLR R-4 AIRFOIL,0.044778,0.003276,-0.224358,1.039743,0.062056,-0.161099,0.050261,-0.423634,0.21675,0.056203,0.343549,-0.007525,0.003144746
HT23,0.160876,0.052153,0.05618,1.22447,0.00752,-0.163723,-0.038193,-0.153211,-0.135152,0.072406,-0.093079,0.009753,0.003150738
AH 93-K-132/15,0.003545,0.02535,0.079458,0.674401,0.082834,-0.138051,-0.03193,0.131536,0.281897,-0.009947,-0.097502,-0.001589,0.003154446
S1221  w/ 4 deg flap,0.143053,0.14142,-0.020505,0.604069,0.012049,0.059812,-0.137643,-0.153368,-0.03308,0.021421,0.362852,-0.000081,0.003161202
Glenn Martin 3,0.334123,0.011933,0.173493,0.527656,0.120909,-0.352518,0.127437,0.10099,0.044602,0.045506,-0.057971,-0.07616,0.0031617
FX 83-W-160,0.112539,0.021514,-0.24961,0.340028,0.340028,-0.024328,-0.072861,0.02065,0.175244,0.311789,0.270714,-0.245707,0.003162554
EPPLER 417 AIRFOIL,-0.010897,-0.04216,-0.296809,1.18643,0.002759,-0.164448,0.104242,-0.399965,0.220844,0.023118,0.491592,-0.114707,0.003164658
NASA/LANGLEY LS(1)-0421 AIRFOIL,0.106094,0.00596,-0.115143,0.45056,0.17347,0.031924,0.024578,-0.065379,0.285353,0.06222,0.114641,-0.074279,0.003171182
FX 71-L-150/30 AIRFOIL,-0.005421,-0.000002,-0.077346,1.06422,0.005095,0.184806,-0.037076,-0.175928,0.025138,0.032982,-0.006377,-0.01009,0.003172424
NACA-M1 AIRFOIL,0.104165,0.041334,-0.076184,1.246395,0.0526,-0.230717,-0.036848,-0.211701,-0.037489,0.190831,-0.050315,0.007929,0.003174916
GOE 241 (MVA PR.1) AIRFOIL,0.092455,0.003117,-0.0119,0.339184,0.101543,0.237527,-0.020829,0.182971,0.029744,-0.130591,0.339182,-0.162403,0.003179576
Zv(15-35)16,0.448914,0.012145,0.016089,0.651101,0.047508,0.030764,-0.019928,-0.183673,-0.005994,0.05792,-0.048214,-0.006633,0.003182014
LOCKHEED C-141 BL0 AIRFOIL,0.137602,-0.008372,-0.143675,1.066843,0.022027,-0.22889,0.096162,-0.181727,0.091476,0.079877,0.070668,-0.001991,0.00318215
FX 72-LS-160,-0.2014,0.000383,0.126688,0.46838,0.035261,0.116577,-0.022867,0.293881,0.18957,-0.078073,0.080356,-0.008756,0.003189938
"RONCZ R1145MS FLAP ELEMENT (LONG EZ PIVOT X=0.6874131, Z=-.0138996)",0.234612,0.001758,0.216629,0.726312,0.00451,-0.055078,-0.031525,-0.016494,-0.025407,0.029958,-0.101189,0.015914,0.003191238
EPPLER 473 AIRFOIL,0.373169,0.138558,0.013738,0.490335,0.010288,0.129776,-0.154555,-0.082735,-0.014458,0.17809,-0.082818,0.000611,0.003192368
SIKORSKY SC1095R8 AIRFOIL,0.321829,0.037611,-0.008304,0.438176,0.314914,-0.274036,-0.043193,-0.13949,0.00741,0.356943,0.029979,-0.041839,0.003193052
W1015,0.210744,0.015047,-0.022231,0.621145,0.078135,0.07338,-0.044545,-0.124036,0.000865,0.229204,-0.031469,-0.006238,0.003196726
FX 69-PR-281,0.44512,0.011177,0.029156,-0.429267,0.035771,0.489059,-0.046682,0.178412,0.072369,-0.007893,0.239513,-0.016735,0.003200908
"NACA 67,1-215",0.053508,-0.000012,-0.080051,0.961963,0.001407,-0.251508,0.080186,-0.093581,0.243863,0.103918,-0.015193,-0.004501,0.003214368
FX 75-VG-166/22,-0.012591,-0.141056,0.029818,0.67405,0.010635,-0.050581,0.079054,0.046594,0.374362,0.023463,-0.032205,-0.001543,0.003220106
NACA M8 AIRFOIL,0.193033,0.040801,0.580486,-0.103646,0.069599,0.039903,-0.105102,0.323461,-0.072702,0.009837,-0.286797,0.311126,0.003223026
GOE 417A (GEW. PLATTE) AIRFOIL,0.079758,0.003562,0.177433,1.146873,-0.008023,-0.434583,0.056124,0.154455,-0.097045,0.028511,-0.020914,-0.086151,0.003226464
Glenn Martin 4,0.054446,-0.004039,0.220921,0.517412,0.051369,-0.156131,0.132572,-0.017807,0.025135,0.048865,0.134813,-0.007555,0.00323354
NASA SC(2)-0410 AIRFOIL,0.079749,0.042373,-0.176673,1.048069,0.084659,-0.193229,-0.024728,-0.434363,0.15924,0.153461,0.254103,0.007337,0.003235216
MH 26  10.99%,0.114547,-0.001295,-0.055907,1.180914,-0.008302,-0.284045,0.102951,-0.119308,0.014734,0.088822,-0.037115,0.004005,0.003236542
GOE 506 AIRFOIL,0.105684,0.008227,0.032268,0.506912,0.071197,0.018515,0.029484,0.130946,0.074279,0.019448,-0.003946,0.006985,0.003237374
NACA 16-012,0.08961,0.044406,-0.098243,1.243595,-0.011405,-0.348878,0.088608,-0.201144,0.095619,0.124412,-0.029624,0.003041,0.003244954
S1016,0.102336,0.081059,-0.005398,0.315285,0.170173,-0.002977,-0.109275,-0.081571,0.32434,0.266225,-0.048665,-0.011533,0.003245148
EPPLER 59 AIRFOIL,0.016756,0.095503,-0.121482,1.132477,0.021636,-0.223802,-0.091756,0.047657,0.013121,0.088085,0.161629,-0.139822,0.003247088
